method	protein_id	analysis_status	null_type	metric	permutation	null_value
PBM_experimental	DBP009	PRIMARY	position_label	position_spearman	1715	0.39285714285714296
PBM_experimental	DBP009	PRIMARY	position_label	position_spearman	1716	0.642857142857143
PBM_experimental	DBP009	PRIMARY	position_label	position_spearman	1717	0.42857142857142866
PBM_experimental	DBP009	PRIMARY	position_label	position_spearman	1718	0.0
PBM_experimental	DBP009	PRIMARY	position_label	position_spearman	1719	0.4642857142857144
PBM_experimental	DBP009	PRIMARY	position_label	position_spearman	1720	-0.03571428571428572
PBM_experimental	DBP009	PRIMARY	position_label	position_spearman	1721	0.3571428571428572
PBM_experimental	DBP009	PRIMARY	position_label	position_spearman	1722	-0.42857142857142866
PBM_experimental	DBP009	PRIMARY	position_label	position_spearman	1723	0.4642857142857144
PBM_experimental	DBP009	PRIMARY	position_label	position_spearman	1724	-0.3214285714285715
PBM_experimental	DBP009	PRIMARY	position_label	position_spearman	1725	0.6785714285714287
PBM_experimental	DBP009	PRIMARY	position_label	position_spearman	1726	0.21428571428571433
PBM_experimental	DBP009	PRIMARY	position_label	position_spearman	1727	-0.6785714285714287
PBM_experimental	DBP009	PRIMARY	position_label	position_spearman	1728	-0.39285714285714296
PBM_experimental	DBP009	PRIMARY	position_label	position_spearman	1729	-0.07142857142857144
PBM_experimental	DBP009	PRIMARY	position_label	position_spearman	1730	0.1785714285714286
PBM_experimental	DBP009	PRIMARY	position_label	position_spearman	1731	0.39285714285714296
PBM_experimental	DBP009	PRIMARY	position_label	position_spearman	1732	0.21428571428571433
PBM_experimental	DBP009	PRIMARY	position_label	position_spearman	1733	-0.1785714285714286
PBM_experimental	DBP009	PRIMARY	position_label	position_spearman	1734	0.3571428571428572
PBM_experimental	DBP009	PRIMARY	position_label	position_spearman	1735	0.8214285714285715
PBM_experimental	DBP009	PRIMARY	position_label	position_spearman	1736	0.0
PBM_experimental	DBP009	PRIMARY	position_label	position_spearman	1737	-0.8571428571428573
PBM_experimental	DBP009	PRIMARY	position_label	position_spearman	1738	0.6785714285714287
PBM_experimental	DBP009	PRIMARY	position_label	position_spearman	1739	0.28571428571428575
PBM_experimental	DBP009	PRIMARY	position_label	position_spearman	1740	-0.10714285714285716
PBM_experimental	DBP009	PRIMARY	position_label	position_spearman	1741	0.642857142857143
PBM_experimental	DBP009	PRIMARY	position_label	position_spearman	1742	0.10714285714285716
PBM_experimental	DBP009	PRIMARY	position_label	position_spearman	1743	0.10714285714285716
PBM_experimental	DBP009	PRIMARY	position_label	position_spearman	1744	0.6071428571428572
PBM_experimental	DBP009	PRIMARY	position_label	position_spearman	1745	-0.39285714285714296
PBM_experimental	DBP009	PRIMARY	position_label	position_spearman	1746	0.7142857142857144
PBM_experimental	DBP009	PRIMARY	position_label	position_spearman	1747	0.5714285714285715
PBM_experimental	DBP009	PRIMARY	position_label	position_spearman	1748	-0.14285714285714288
PBM_experimental	DBP009	PRIMARY	position_label	position_spearman	1749	0.42857142857142866
PBM_experimental	DBP009	PRIMARY	position_label	position_spearman	1750	-0.1785714285714286
PBM_experimental	DBP009	PRIMARY	position_label	position_spearman	1751	-0.6071428571428572
PBM_experimental	DBP009	PRIMARY	position_label	position_spearman	1752	0.5714285714285715
PBM_experimental	DBP009	PRIMARY	position_label	position_spearman	1753	0.10714285714285716
PBM_experimental	DBP009	PRIMARY	position_label	position_spearman	1754	0.28571428571428575
PBM_experimental	DBP009	PRIMARY	position_label	position_spearman	1755	0.4642857142857144
PBM_experimental	DBP009	PRIMARY	position_label	position_spearman	1756	0.07142857142857144
PBM_experimental	DBP009	PRIMARY	position_label	position_spearman	1757	0.4642857142857144
PBM_experimental	DBP009	PRIMARY	position_label	position_spearman	1758	0.14285714285714288
PBM_experimental	DBP009	PRIMARY	position_label	position_spearman	1759	0.25
PBM_experimental	DBP009	PRIMARY	position_label	position_spearman	1760	0.3571428571428572
PBM_experimental	DBP009	PRIMARY	position_label	position_spearman	1761	-0.4642857142857144
PBM_experimental	DBP009	PRIMARY	position_label	position_spearman	1762	-0.14285714285714288
PBM_experimental	DBP009	PRIMARY	position_label	position_spearman	1763	-0.39285714285714296
PBM_experimental	DBP009	PRIMARY	position_label	position_spearman	1764	0.5357142857142858
PBM_experimental	DBP009	PRIMARY	position_label	position_spearman	1765	-0.07142857142857144
PBM_experimental	DBP009	PRIMARY	position_label	position_spearman	1766	-0.03571428571428572
PBM_experimental	DBP009	PRIMARY	position_label	position_spearman	1767	0.28571428571428575
PBM_experimental	DBP009	PRIMARY	position_label	position_spearman	1768	-0.21428571428571433
PBM_experimental	DBP009	PRIMARY	position_label	position_spearman	1769	-0.07142857142857144
PBM_experimental	DBP009	PRIMARY	position_label	position_spearman	1770	0.03571428571428572
PBM_experimental	DBP009	PRIMARY	position_label	position_spearman	1771	-0.21428571428571433
PBM_experimental	DBP009	PRIMARY	position_label	position_spearman	1772	0.25
PBM_experimental	DBP009	PRIMARY	position_label	position_spearman	1773	0.642857142857143
PBM_experimental	DBP009	PRIMARY	position_label	position_spearman	1774	-0.25
PBM_experimental	DBP009	PRIMARY	position_label	position_spearman	1775	0.07142857142857144
PBM_experimental	DBP009	PRIMARY	position_label	position_spearman	1776	-0.6785714285714287
PBM_experimental	DBP009	PRIMARY	position_label	position_spearman	1777	0.14285714285714288
PBM_experimental	DBP009	PRIMARY	position_label	position_spearman	1778	0.642857142857143
PBM_experimental	DBP009	PRIMARY	position_label	position_spearman	1779	-0.7500000000000002
PBM_experimental	DBP009	PRIMARY	position_label	position_spearman	1780	-0.25
PBM_experimental	DBP009	PRIMARY	position_label	position_spearman	1781	0.5714285714285715
PBM_experimental	DBP009	PRIMARY	position_label	position_spearman	1782	-0.5714285714285715
PBM_experimental	DBP009	PRIMARY	position_label	position_spearman	1783	0.10714285714285716
PBM_experimental	DBP009	PRIMARY	position_label	position_spearman	1784	0.07142857142857144
PBM_experimental	DBP009	PRIMARY	position_label	position_spearman	1785	0.0
PBM_experimental	DBP009	PRIMARY	position_label	position_spearman	1786	-0.03571428571428572
PBM_experimental	DBP009	PRIMARY	position_label	position_spearman	1787	0.1785714285714286
PBM_experimental	DBP009	PRIMARY	position_label	position_spearman	1788	-0.6785714285714287
PBM_experimental	DBP009	PRIMARY	position_label	position_spearman	1789	-0.42857142857142866
PBM_experimental	DBP009	PRIMARY	position_label	position_spearman	1790	-0.8571428571428573
PBM_experimental	DBP009	PRIMARY	position_label	position_spearman	1791	0.28571428571428575
PBM_experimental	DBP009	PRIMARY	position_label	position_spearman	1792	0.42857142857142866
PBM_experimental	DBP009	PRIMARY	position_label	position_spearman	1793	0.8928571428571429
PBM_experimental	DBP009	PRIMARY	position_label	position_spearman	1794	-0.42857142857142866
PBM_experimental	DBP009	PRIMARY	position_label	position_spearman	1795	0.0
PBM_experimental	DBP009	PRIMARY	position_label	position_spearman	1796	0.39285714285714296
PBM_experimental	DBP009	PRIMARY	position_label	position_spearman	1797	0.3571428571428572
PBM_experimental	DBP009	PRIMARY	position_label	position_spearman	1798	-0.7857142857142859
PBM_experimental	DBP009	PRIMARY	position_label	position_spearman	1799	0.3571428571428572
PBM_experimental	DBP009	PRIMARY	position_label	position_spearman	1800	-0.21428571428571433
PBM_experimental	DBP009	PRIMARY	position_label	position_spearman	1801	0.10714285714285716
PBM_experimental	DBP009	PRIMARY	position_label	position_spearman	1802	-0.3571428571428572
PBM_experimental	DBP009	PRIMARY	position_label	position_spearman	1803	-0.3571428571428572
PBM_experimental	DBP009	PRIMARY	position_label	position_spearman	1804	-0.7500000000000002
PBM_experimental	DBP009	PRIMARY	position_label	position_spearman	1805	-0.39285714285714296
PBM_experimental	DBP009	PRIMARY	position_label	position_spearman	1806	-0.25
PBM_experimental	DBP009	PRIMARY	position_label	position_spearman	1807	-0.03571428571428572
PBM_experimental	DBP009	PRIMARY	position_label	position_spearman	1808	-0.10714285714285716
PBM_experimental	DBP009	PRIMARY	position_label	position_spearman	1809	-0.5714285714285715
PBM_experimental	DBP009	PRIMARY	position_label	position_spearman	1810	-0.10714285714285716
PBM_experimental	DBP009	PRIMARY	position_label	position_spearman	1811	-0.07142857142857144
PBM_experimental	DBP009	PRIMARY	position_label	position_spearman	1812	0.25
PBM_experimental	DBP009	PRIMARY	position_label	position_spearman	1813	0.21428571428571433
PBM_experimental	DBP009	PRIMARY	position_label	position_spearman	1814	0.42857142857142866
PBM_experimental	DBP009	PRIMARY	position_label	position_spearman	1815	-0.5
PBM_experimental	DBP009	PRIMARY	position_label	position_spearman	1816	-0.5
PBM_experimental	DBP009	PRIMARY	position_label	position_spearman	1817	0.21428571428571433
PBM_experimental	DBP009	PRIMARY	position_label	position_spearman	1818	0.42857142857142866
PBM_experimental	DBP009	PRIMARY	position_label	position_spearman	1819	0.7142857142857144
PBM_experimental	DBP009	PRIMARY	position_label	position_spearman	1820	-0.25
PBM_experimental	DBP009	PRIMARY	position_label	position_spearman	1821	0.28571428571428575
PBM_experimental	DBP009	PRIMARY	position_label	position_spearman	1822	0.5357142857142858
PBM_experimental	DBP009	PRIMARY	position_label	position_spearman	1823	0.14285714285714288
PBM_experimental	DBP009	PRIMARY	position_label	position_spearman	1824	0.03571428571428572
PBM_experimental	DBP009	PRIMARY	position_label	position_spearman	1825	-0.03571428571428572
PBM_experimental	DBP009	PRIMARY	position_label	position_spearman	1826	-0.3571428571428572
PBM_experimental	DBP009	PRIMARY	position_label	position_spearman	1827	-0.4642857142857144
PBM_experimental	DBP009	PRIMARY	position_label	position_spearman	1828	-0.10714285714285716
PBM_experimental	DBP009	PRIMARY	position_label	position_spearman	1829	-0.8571428571428573
PBM_experimental	DBP009	PRIMARY	position_label	position_spearman	1830	-0.5357142857142858
PBM_experimental	DBP009	PRIMARY	position_label	position_spearman	1831	-0.10714285714285716
PBM_experimental	DBP009	PRIMARY	position_label	position_spearman	1832	0.25
PBM_experimental	DBP009	PRIMARY	position_label	position_spearman	1833	-0.3571428571428572
PBM_experimental	DBP009	PRIMARY	position_label	position_spearman	1834	0.3571428571428572
PBM_experimental	DBP009	PRIMARY	position_label	position_spearman	1835	0.0
PBM_experimental	DBP009	PRIMARY	position_label	position_spearman	1836	0.7857142857142859
PBM_experimental	DBP009	PRIMARY	position_label	position_spearman	1837	0.0
PBM_experimental	DBP009	PRIMARY	position_label	position_spearman	1838	-0.5357142857142858
PBM_experimental	DBP009	PRIMARY	position_label	position_spearman	1839	0.0
PBM_experimental	DBP009	PRIMARY	position_label	position_spearman	1840	-0.5
PBM_experimental	DBP009	PRIMARY	position_label	position_spearman	1841	0.7500000000000002
PBM_experimental	DBP009	PRIMARY	position_label	position_spearman	1842	0.07142857142857144
PBM_experimental	DBP009	PRIMARY	position_label	position_spearman	1843	-0.03571428571428572
PBM_experimental	DBP009	PRIMARY	position_label	position_spearman	1844	0.07142857142857144
PBM_experimental	DBP009	PRIMARY	position_label	position_spearman	1845	-0.14285714285714288
PBM_experimental	DBP009	PRIMARY	position_label	position_spearman	1846	0.0
PBM_experimental	DBP009	PRIMARY	position_label	position_spearman	1847	-0.07142857142857144
PBM_experimental	DBP009	PRIMARY	position_label	position_spearman	1848	-0.03571428571428572
PBM_experimental	DBP009	PRIMARY	position_label	position_spearman	1849	0.25
PBM_experimental	DBP009	PRIMARY	position_label	position_spearman	1850	0.14285714285714288
PBM_experimental	DBP009	PRIMARY	position_label	position_spearman	1851	-0.3214285714285715
PBM_experimental	DBP009	PRIMARY	position_label	position_spearman	1852	-0.3214285714285715
PBM_experimental	DBP009	PRIMARY	position_label	position_spearman	1853	0.1785714285714286
PBM_experimental	DBP009	PRIMARY	position_label	position_spearman	1854	0.10714285714285716
PBM_experimental	DBP009	PRIMARY	position_label	position_spearman	1855	0.7142857142857144
PBM_experimental	DBP009	PRIMARY	position_label	position_spearman	1856	0.21428571428571433
PBM_experimental	DBP009	PRIMARY	position_label	position_spearman	1857	0.03571428571428572
PBM_experimental	DBP009	PRIMARY	position_label	position_spearman	1858	0.0
PBM_experimental	DBP009	PRIMARY	position_label	position_spearman	1859	0.21428571428571433
PBM_experimental	DBP009	PRIMARY	position_label	position_spearman	1860	-0.8571428571428573
PBM_experimental	DBP009	PRIMARY	position_label	position_spearman	1861	0.28571428571428575
PBM_experimental	DBP009	PRIMARY	position_label	position_spearman	1862	0.5714285714285715
PBM_experimental	DBP009	PRIMARY	position_label	position_spearman	1863	0.8214285714285715
PBM_experimental	DBP009	PRIMARY	position_label	position_spearman	1864	-0.5
PBM_experimental	DBP009	PRIMARY	position_label	position_spearman	1865	0.10714285714285716
PBM_experimental	DBP009	PRIMARY	position_label	position_spearman	1866	-0.28571428571428575
PBM_experimental	DBP009	PRIMARY	position_label	position_spearman	1867	0.42857142857142866
PBM_experimental	DBP009	PRIMARY	position_label	position_spearman	1868	0.642857142857143
PBM_experimental	DBP009	PRIMARY	position_label	position_spearman	1869	0.28571428571428575
PBM_experimental	DBP009	PRIMARY	position_label	position_spearman	1870	0.28571428571428575
PBM_experimental	DBP009	PRIMARY	position_label	position_spearman	1871	0.03571428571428572
PBM_experimental	DBP009	PRIMARY	position_label	position_spearman	1872	0.42857142857142866
PBM_experimental	DBP009	PRIMARY	position_label	position_spearman	1873	0.28571428571428575
PBM_experimental	DBP009	PRIMARY	position_label	position_spearman	1874	-0.6785714285714287
PBM_experimental	DBP009	PRIMARY	position_label	position_spearman	1875	-0.21428571428571433
PBM_experimental	DBP009	PRIMARY	position_label	position_spearman	1876	0.5714285714285715
PBM_experimental	DBP009	PRIMARY	position_label	position_spearman	1877	0.8928571428571429
PBM_experimental	DBP009	PRIMARY	position_label	position_spearman	1878	-0.14285714285714288
PBM_experimental	DBP009	PRIMARY	position_label	position_spearman	1879	-0.3214285714285715
PBM_experimental	DBP009	PRIMARY	position_label	position_spearman	1880	0.10714285714285716
PBM_experimental	DBP009	PRIMARY	position_label	position_spearman	1881	-0.10714285714285716
PBM_experimental	DBP009	PRIMARY	position_label	position_spearman	1882	0.07142857142857144
PBM_experimental	DBP009	PRIMARY	position_label	position_spearman	1883	-0.42857142857142866
PBM_experimental	DBP009	PRIMARY	position_label	position_spearman	1884	0.21428571428571433
PBM_experimental	DBP009	PRIMARY	position_label	position_spearman	1885	0.03571428571428572
PBM_experimental	DBP009	PRIMARY	position_label	position_spearman	1886	-0.5714285714285715
PBM_experimental	DBP009	PRIMARY	position_label	position_spearman	1887	0.6785714285714287
PBM_experimental	DBP009	PRIMARY	position_label	position_spearman	1888	0.03571428571428572
PBM_experimental	DBP009	PRIMARY	position_label	position_spearman	1889	0.25
PBM_experimental	DBP009	PRIMARY	position_label	position_spearman	1890	0.21428571428571433
PBM_experimental	DBP009	PRIMARY	position_label	position_spearman	1891	0.3214285714285715
PBM_experimental	DBP009	PRIMARY	position_label	position_spearman	1892	-0.21428571428571433
PBM_experimental	DBP009	PRIMARY	position_label	position_spearman	1893	0.03571428571428572
PBM_experimental	DBP009	PRIMARY	position_label	position_spearman	1894	-0.3214285714285715
PBM_experimental	DBP009	PRIMARY	position_label	position_spearman	1895	0.3571428571428572
PBM_experimental	DBP009	PRIMARY	position_label	position_spearman	1896	0.14285714285714288
PBM_experimental	DBP009	PRIMARY	position_label	position_spearman	1897	-0.07142857142857144
PBM_experimental	DBP009	PRIMARY	position_label	position_spearman	1898	0.07142857142857144
PBM_experimental	DBP009	PRIMARY	position_label	position_spearman	1899	-0.07142857142857144
PBM_experimental	DBP009	PRIMARY	position_label	position_spearman	1900	0.5357142857142858
PBM_experimental	DBP009	PRIMARY	position_label	position_spearman	1901	0.0
PBM_experimental	DBP009	PRIMARY	position_label	position_spearman	1902	0.03571428571428572
PBM_experimental	DBP009	PRIMARY	position_label	position_spearman	1903	0.0
PBM_experimental	DBP009	PRIMARY	position_label	position_spearman	1904	0.10714285714285716
PBM_experimental	DBP009	PRIMARY	position_label	position_spearman	1905	0.5357142857142858
PBM_experimental	DBP009	PRIMARY	position_label	position_spearman	1906	-0.14285714285714288
PBM_experimental	DBP009	PRIMARY	position_label	position_spearman	1907	0.7142857142857144
PBM_experimental	DBP009	PRIMARY	position_label	position_spearman	1908	-0.42857142857142866
PBM_experimental	DBP009	PRIMARY	position_label	position_spearman	1909	-0.3571428571428572
PBM_experimental	DBP009	PRIMARY	position_label	position_spearman	1910	-0.14285714285714288
PBM_experimental	DBP009	PRIMARY	position_label	position_spearman	1911	-0.6071428571428572
PBM_experimental	DBP009	PRIMARY	position_label	position_spearman	1912	0.5714285714285715
PBM_experimental	DBP009	PRIMARY	position_label	position_spearman	1913	-0.25
PBM_experimental	DBP009	PRIMARY	position_label	position_spearman	1914	0.5357142857142858
PBM_experimental	DBP009	PRIMARY	position_label	position_spearman	1915	-0.7500000000000002
PBM_experimental	DBP009	PRIMARY	position_label	position_spearman	1916	0.21428571428571433
PBM_experimental	DBP009	PRIMARY	position_label	position_spearman	1917	-0.14285714285714288
PBM_experimental	DBP009	PRIMARY	position_label	position_spearman	1918	-0.03571428571428572
PBM_experimental	DBP009	PRIMARY	position_label	position_spearman	1919	0.7142857142857144
PBM_experimental	DBP009	PRIMARY	position_label	position_spearman	1920	0.42857142857142866
PBM_experimental	DBP009	PRIMARY	position_label	position_spearman	1921	0.21428571428571433
PBM_experimental	DBP009	PRIMARY	position_label	position_spearman	1922	0.1785714285714286
PBM_experimental	DBP009	PRIMARY	position_label	position_spearman	1923	0.25
PBM_experimental	DBP009	PRIMARY	position_label	position_spearman	1924	0.07142857142857144
PBM_experimental	DBP009	PRIMARY	position_label	position_spearman	1925	0.5
PBM_experimental	DBP009	PRIMARY	position_label	position_spearman	1926	-0.3214285714285715
PBM_experimental	DBP009	PRIMARY	position_label	position_spearman	1927	-0.7142857142857144
PBM_experimental	DBP009	PRIMARY	position_label	position_spearman	1928	-0.3214285714285715
PBM_experimental	DBP009	PRIMARY	position_label	position_spearman	1929	-0.28571428571428575
PBM_experimental	DBP009	PRIMARY	position_label	position_spearman	1930	-0.6071428571428572
PBM_experimental	DBP009	PRIMARY	position_label	position_spearman	1931	0.10714285714285716
PBM_experimental	DBP009	PRIMARY	position_label	position_spearman	1932	0.5714285714285715
PBM_experimental	DBP009	PRIMARY	position_label	position_spearman	1933	-0.3214285714285715
PBM_experimental	DBP009	PRIMARY	position_label	position_spearman	1934	-0.25
PBM_experimental	DBP009	PRIMARY	position_label	position_spearman	1935	0.25
PBM_experimental	DBP009	PRIMARY	position_label	position_spearman	1936	-0.14285714285714288
PBM_experimental	DBP009	PRIMARY	position_label	position_spearman	1937	0.0
PBM_experimental	DBP009	PRIMARY	position_label	position_spearman	1938	-0.4642857142857144
PBM_experimental	DBP009	PRIMARY	position_label	position_spearman	1939	-0.39285714285714296
PBM_experimental	DBP009	PRIMARY	position_label	position_spearman	1940	0.10714285714285716
PBM_experimental	DBP009	PRIMARY	position_label	position_spearman	1941	0.10714285714285716
PBM_experimental	DBP009	PRIMARY	position_label	position_spearman	1942	0.5714285714285715
PBM_experimental	DBP009	PRIMARY	position_label	position_spearman	1943	0.0
PBM_experimental	DBP009	PRIMARY	position_label	position_spearman	1944	0.7500000000000002
PBM_experimental	DBP009	PRIMARY	position_label	position_spearman	1945	0.1785714285714286
PBM_experimental	DBP009	PRIMARY	position_label	position_spearman	1946	-0.5357142857142858
PBM_experimental	DBP009	PRIMARY	position_label	position_spearman	1947	-0.5357142857142858
PBM_experimental	DBP009	PRIMARY	position_label	position_spearman	1948	-0.3571428571428572
PBM_experimental	DBP009	PRIMARY	position_label	position_spearman	1949	0.7142857142857144
PBM_experimental	DBP009	PRIMARY	position_label	position_spearman	1950	0.10714285714285716
PBM_experimental	DBP009	PRIMARY	position_label	position_spearman	1951	0.03571428571428572
PBM_experimental	DBP009	PRIMARY	position_label	position_spearman	1952	-0.42857142857142866
PBM_experimental	DBP009	PRIMARY	position_label	position_spearman	1953	0.0
PBM_experimental	DBP009	PRIMARY	position_label	position_spearman	1954	-0.8214285714285715
PBM_experimental	DBP009	PRIMARY	position_label	position_spearman	1955	-0.5714285714285715
PBM_experimental	DBP009	PRIMARY	position_label	position_spearman	1956	0.28571428571428575
PBM_experimental	DBP009	PRIMARY	position_label	position_spearman	1957	-0.21428571428571433
PBM_experimental	DBP009	PRIMARY	position_label	position_spearman	1958	0.0
PBM_experimental	DBP009	PRIMARY	position_label	position_spearman	1959	0.0
PBM_experimental	DBP009	PRIMARY	position_label	position_spearman	1960	-0.3571428571428572
PBM_experimental	DBP009	PRIMARY	position_label	position_spearman	1961	-0.39285714285714296
PBM_experimental	DBP009	PRIMARY	position_label	position_spearman	1962	-0.39285714285714296
PBM_experimental	DBP009	PRIMARY	position_label	position_spearman	1963	-0.39285714285714296
PBM_experimental	DBP009	PRIMARY	position_label	position_spearman	1964	0.07142857142857144
PBM_experimental	DBP009	PRIMARY	position_label	position_spearman	1965	0.8571428571428573
PBM_experimental	DBP009	PRIMARY	position_label	position_spearman	1966	-0.7142857142857144
PBM_experimental	DBP009	PRIMARY	position_label	position_spearman	1967	-0.03571428571428572
PBM_experimental	DBP009	PRIMARY	position_label	position_spearman	1968	-0.642857142857143
PBM_experimental	DBP009	PRIMARY	position_label	position_spearman	1969	-0.5714285714285715
PBM_experimental	DBP009	PRIMARY	position_label	position_spearman	1970	0.1785714285714286
PBM_experimental	DBP009	PRIMARY	position_label	position_spearman	1971	-0.10714285714285716
PBM_experimental	DBP009	PRIMARY	position_label	position_spearman	1972	-0.42857142857142866
PBM_experimental	DBP009	PRIMARY	position_label	position_spearman	1973	-0.14285714285714288
PBM_experimental	DBP009	PRIMARY	position_label	position_spearman	1974	-0.10714285714285716
PBM_experimental	DBP009	PRIMARY	position_label	position_spearman	1975	-0.39285714285714296
PBM_experimental	DBP009	PRIMARY	position_label	position_spearman	1976	-0.42857142857142866
PBM_experimental	DBP009	PRIMARY	position_label	position_spearman	1977	0.9285714285714288
PBM_experimental	DBP009	PRIMARY	position_label	position_spearman	1978	0.5714285714285715
PBM_experimental	DBP009	PRIMARY	position_label	position_spearman	1979	-0.7857142857142859
PBM_experimental	DBP009	PRIMARY	position_label	position_spearman	1980	0.7142857142857144
PBM_experimental	DBP009	PRIMARY	position_label	position_spearman	1981	-0.6785714285714287
PBM_experimental	DBP009	PRIMARY	position_label	position_spearman	1982	-0.14285714285714288
PBM_experimental	DBP009	PRIMARY	position_label	position_spearman	1983	0.14285714285714288
PBM_experimental	DBP009	PRIMARY	position_label	position_spearman	1984	0.25
PBM_experimental	DBP009	PRIMARY	position_label	position_spearman	1985	-0.5714285714285715
PBM_experimental	DBP009	PRIMARY	position_label	position_spearman	1986	0.14285714285714288
PBM_experimental	DBP009	PRIMARY	position_label	position_spearman	1987	0.3571428571428572
PBM_experimental	DBP009	PRIMARY	position_label	position_spearman	1988	-0.25
PBM_experimental	DBP009	PRIMARY	position_label	position_spearman	1989	-0.3571428571428572
PBM_experimental	DBP009	PRIMARY	position_label	position_spearman	1990	0.39285714285714296
PBM_experimental	DBP009	PRIMARY	position_label	position_spearman	1991	-0.5714285714285715
PBM_experimental	DBP009	PRIMARY	position_label	position_spearman	1992	-0.6071428571428572
PBM_experimental	DBP009	PRIMARY	position_label	position_spearman	1993	0.28571428571428575
PBM_experimental	DBP009	PRIMARY	position_label	position_spearman	1994	-0.07142857142857144
PBM_experimental	DBP009	PRIMARY	position_label	position_spearman	1995	0.5
PBM_experimental	DBP009	PRIMARY	position_label	position_spearman	1996	-0.14285714285714288
PBM_experimental	DBP009	PRIMARY	position_label	position_spearman	1997	0.28571428571428575
PBM_experimental	DBP009	PRIMARY	position_label	position_spearman	1998	0.03571428571428572
PBM_experimental	DBP009	PRIMARY	position_label	position_spearman	1999	0.5357142857142858
PBM_experimental	DBP009	PRIMARY	within_position_base_label	within_residual_spearman	0	-0.13896103896103898
PBM_experimental	DBP009	PRIMARY	within_position_base_label	within_residual_spearman	1	0.06363636363636363
PBM_experimental	DBP009	PRIMARY	within_position_base_label	within_residual_spearman	2	0.3948051948051948
PBM_experimental	DBP009	PRIMARY	within_position_base_label	within_residual_spearman	3	-0.3701298701298701
PBM_experimental	DBP009	PRIMARY	within_position_base_label	within_residual_spearman	4	0.3675324675324675
PBM_experimental	DBP009	PRIMARY	within_position_base_label	within_residual_spearman	5	0.3701298701298701
PBM_experimental	DBP009	PRIMARY	within_position_base_label	within_residual_spearman	6	0.15714285714285717
PBM_experimental	DBP009	PRIMARY	within_position_base_label	within_residual_spearman	7	-0.11688311688311687
PBM_experimental	DBP009	PRIMARY	within_position_base_label	within_residual_spearman	8	0.4909090909090909
PBM_experimental	DBP009	PRIMARY	within_position_base_label	within_residual_spearman	9	-0.5116883116883117
PBM_experimental	DBP009	PRIMARY	within_position_base_label	within_residual_spearman	10	-0.24675324675324672
PBM_experimental	DBP009	PRIMARY	within_position_base_label	within_residual_spearman	11	-0.2350649350649351
PBM_experimental	DBP009	PRIMARY	within_position_base_label	within_residual_spearman	12	0.2675324675324675
PBM_experimental	DBP009	PRIMARY	within_position_base_label	within_residual_spearman	13	0.07532467532467534
PBM_experimental	DBP009	PRIMARY	within_position_base_label	within_residual_spearman	14	-0.08831168831168833
PBM_experimental	DBP009	PRIMARY	within_position_base_label	within_residual_spearman	15	0.2155844155844156
PBM_experimental	DBP009	PRIMARY	within_position_base_label	within_residual_spearman	16	-0.014285714285714285
PBM_experimental	DBP009	PRIMARY	within_position_base_label	within_residual_spearman	17	0.3675324675324675
PBM_experimental	DBP009	PRIMARY	within_position_base_label	within_residual_spearman	18	0.28441558441558445
PBM_experimental	DBP009	PRIMARY	within_position_base_label	within_residual_spearman	19	0.251948051948052
PBM_experimental	DBP009	PRIMARY	within_position_base_label	within_residual_spearman	20	0.029870129870129873
PBM_experimental	DBP009	PRIMARY	within_position_base_label	within_residual_spearman	21	-0.32857142857142857
PBM_experimental	DBP009	PRIMARY	within_position_base_label	within_residual_spearman	22	0.14935064935064934
PBM_experimental	DBP009	PRIMARY	within_position_base_label	within_residual_spearman	23	0.07272727272727272
PBM_experimental	DBP009	PRIMARY	within_position_base_label	within_residual_spearman	24	-0.15454545454545454
PBM_experimental	DBP009	PRIMARY	within_position_base_label	within_residual_spearman	25	-0.08311688311688312
PBM_experimental	DBP009	PRIMARY	within_position_base_label	within_residual_spearman	26	0.125974025974026
PBM_experimental	DBP009	PRIMARY	within_position_base_label	within_residual_spearman	27	-0.14025974025974028
PBM_experimental	DBP009	PRIMARY	within_position_base_label	within_residual_spearman	28	0.09090909090909091
PBM_experimental	DBP009	PRIMARY	within_position_base_label	within_residual_spearman	29	-0.04285714285714286
PBM_experimental	DBP009	PRIMARY	within_position_base_label	within_residual_spearman	30	0.006493506493506493
PBM_experimental	DBP009	PRIMARY	within_position_base_label	within_residual_spearman	31	0.4831168831168831
PBM_experimental	DBP009	PRIMARY	within_position_base_label	within_residual_spearman	32	0.07142857142857142
PBM_experimental	DBP009	PRIMARY	within_position_base_label	within_residual_spearman	33	0.01948051948051948
PBM_experimental	DBP009	PRIMARY	within_position_base_label	within_residual_spearman	34	0.3571428571428571
PBM_experimental	DBP009	PRIMARY	within_position_base_label	within_residual_spearman	35	-0.006493506493506493
PBM_experimental	DBP009	PRIMARY	within_position_base_label	within_residual_spearman	36	0.06883116883116883
PBM_experimental	DBP009	PRIMARY	within_position_base_label	within_residual_spearman	37	-0.15324675324675324
PBM_experimental	DBP009	PRIMARY	within_position_base_label	within_residual_spearman	38	-0.4246753246753247
PBM_experimental	DBP009	PRIMARY	within_position_base_label	within_residual_spearman	39	-0.1935064935064935
PBM_experimental	DBP009	PRIMARY	within_position_base_label	within_residual_spearman	40	0.2545454545454545
PBM_experimental	DBP009	PRIMARY	within_position_base_label	within_residual_spearman	41	0.2753246753246753
